Data_Hora,IdTweet,Tweet,Candidato,Tweet_limpo
2022-07-30 23:16:53+00:00,1553520033485176832,"@SICNoticias Que incoerência! Uma petição em ""defesa da democracia"". Motivo da petição: não aceitam críticas.
@jairbolsonaro é o maior defensor da da liberdade dos brasileiros.",Bolsonaro," que incoerência! uma petição em ""defesa da democracia"". motivo da petição: não aceitam críticas. é o maior defensor da da liberdade dos brasileiros."
2022-07-30 23:16:53+00:00,1553520031551594498,"@jairmearrependi É que o Moro e o Bolsonaro são ""uma coisa só"".",Bolsonaro," é que o moro e o bolsonaro são ""uma coisa só""."
2022-07-30 23:17:46+00:00,1553520253463937026,Já saiu a toalha do Ciro Gomes hahaha https://t.co/4ko1N11xW8,Ciro Gomes,já saiu a toalha do ciro gomes hahaha 
2022-07-30 23:17:31+00:00,1553520192399065088,@cirogomes MEIA DUZIA,Ciro Gomes, meia duzia
2022-07-30 23:17:11+00:00,1553520106633891840,@cirogomes Hahahhahahahahhahahahahahahhahahahahahhahahahahahahahahahahahahhahahahahahahahaha o ciro me ajuda vai,Ciro Gomes, hahahhahahahahhahahahahahahhahahahahahhahahahahahahahahahahahahhahahahahahahahaha o ciro me ajuda vai
2022-07-30 23:17:04+00:00,1553520077408030725,@Eu53122667 @cirogomes,Ciro Gomes, 
2022-07-30 23:17:04+00:00,1553520077009522689,"@parox40 @cirogomes Bah... na cara não...
Magoa muito...",Ciro Gomes,  bah... na cara não...magoa muito...
2022-07-30 23:16:51+00:00,1553520026346524674,@Omardeideais Saiu o DataToalha com a intenção de voto do @cirogomes ! https://t.co/DfCFxAzK9e,Ciro Gomes, saiu o datatoalha com a intenção de voto do  ! 
2022-07-30 23:16:43+00:00,1553519990237810688,@cirogomes Teria não!😂😂😂,Ciro Gomes, teria não!😂😂😂
2022-07-30 23:16:36+00:00,1553519962915934208,@cirogomes 👏,Ciro Gomes, 👏
2022-07-30 23:16:26+00:00,1553519920494829568,@nave1964 @cirogomes Que vagsbundo,Ciro Gomes,  que vagsbundo
2022-07-30 23:16:13+00:00,1553519864589217792,"@cirogomes Cirão, cai pra direita velho, lá é teu lugar, você é do bem, vai agregar e muito ao país 👊🏾💪🏾😎🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",Ciro Gomes," cirão, cai pra direita velho, lá é teu lugar, você é do bem, vai agregar e muito ao país 👊🏾💪🏾😎🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷"
2022-07-30 23:16:12+00:00,1553519860143083520,"@cirogomes É, realmente não pode ser só efeito do álcool!!!",Ciro Gomes," é, realmente não pode ser só efeito do álcool!!!"
2022-07-30 23:16:10+00:00,1553519853348306944,"@JulioCPereirajr @anfers1985 @psol50 @Haddad_Fernando @cirogomes @antonionetopdt @aldorebelo @elviscezar_ofc E que pode, ao fim de tudo, ser completamente infeliz

Porém

Correto",Ciro Gomes,"        e que pode, ao fim de tudo, ser completamente infelizporémcorreto"
2022-07-30 23:16:01+00:00,1553519815377256449,@gomyde @cirogomes Grande @cirogomes !! Ideias importantíssimas para o Brasil #prefirociro #cirorebeldiadaesperança #ciroaunicavia #CiroPresidente,Ciro Gomes,  grande  !! ideias importantíssimas para o brasil    
2022-07-30 23:15:48+00:00,1553519759119065088,@CarlosLinhare @CiraoCarioca Ciro Gomes é a melhor opção para o Brasil,Ciro Gomes,  ciro gomes é a melhor opção para o brasil
2022-07-30 23:15:43+00:00,1553519740085215232,@cirogomes LULA PRESIDENTE E HADDAD GOVERNADOR PELA GLÓRIA E HONRA DO NOSSO SENHOR JESUS CRISTO 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️,Ciro Gomes, lula presidente e haddad governador pela glória e honra do nosso senhor jesus cristo 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️
2022-07-30 23:15:27+00:00,1553519670187139072,@JosPereira91 @cirogomes Será? Kkkk,Ciro Gomes,  será? kkkk
2022-07-30 23:15:12+00:00,1553519607792771072,@AnaKurama12 Esse papo deles é besta demais. Se eu quisesse que o Loola vencesse no primeiro ou segundo turno votaria nele e não no Ciro. Acontece que eu quero o CIRO GOMES presidente!!! #CiroPresidente,Ciro Gomes, esse papo deles é besta demais. se eu quisesse que o loola vencesse no primeiro ou segundo turno votaria nele e não no ciro. acontece que eu quero o ciro gomes presidente!!! 
2022-07-30 23:15:01+00:00,1553519564763414528,"Nossa ÚNICA VIA.
CIRO GOMES 12. https://t.co/NxYaNuEl0Q",Ciro Gomes,nossa única via.ciro gomes 12. 
2022-07-30 23:14:55+00:00,1553519539589087236,@cirogomes @gomyde LULA PRESIDENTE E HADDAD GOVERNADOR PELA GLÓRIA E HONRA DO NOSSO SENHOR JESUS CRISTO 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️,Ciro Gomes,  lula presidente e haddad governador pela glória e honra do nosso senhor jesus cristo 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️
2022-07-30 23:14:44+00:00,1553519493699305473,"Anote em sua agenda de compromisso que nesta segunda-feira, temos um encontro de esperança e de mudança para o estado do Amazonas. 

 📌 Dia 1 de agosto (segunda-feira)

📍Rancho Sertanejo (Av. Prof. Nilton Lins, 219 - Bairro Flores) 

⏰ 17h 

@cirogomes @luizcastroam 

#pdt12 https://t.co/UGpkfYTrOM",Ciro Gomes,"anote em sua agenda de compromisso que nesta segunda-feira, temos um encontro de esperança e de mudança para o estado do amazonas.  📌 dia 1 de agosto (segunda-feira)📍rancho sertanejo (av. prof. nilton lins, 219 - bairro flores) ⏰ 17h    "
2022-07-30 23:14:43+00:00,1553519485826498560,"@evenstarariel @cirogomes Ele ataca todo mundo, essa é a tática do Çiro, porque não tem imaginação e não deixou legado em 30 anos de política. Agora fica aí de mimimi.",Ciro Gomes,"  ele ataca todo mundo, essa é a tática do çiro, porque não tem imaginação e não deixou legado em 30 anos de política. agora fica aí de mimimi."
2022-07-30 23:14:14+00:00,1553519366964125696,@AkyllaFernanda @CiraoCarioca Ciro Gomes é a melhor opção para o Brasil,Ciro Gomes,  ciro gomes é a melhor opção para o brasil
2022-07-30 23:13:44+00:00,1553519239650312192,@guilhermegauden @cirogomes Eleitores que quebraram essa barreira que querem no impôs,Ciro Gomes,  eleitores que quebraram essa barreira que querem no impôs
2022-07-30 23:13:32+00:00,1553519188043612167,"Cara foi longe demais dessa vez, por essa eu não esperava kkkk @cirogomes gostou da homenagem ? #CiroPresidente https://t.co/AkzlVbe7uj",Ciro Gomes,"cara foi longe demais dessa vez, por essa eu não esperava kkkk  gostou da homenagem ?  "
2022-07-30 23:13:26+00:00,1553519164286976000,@cirogomes Kkkkkkkkkkkk..... Só pode vir de Nárnia uma cara que escreve isso afim de ganhar votos kkkkkk,Ciro Gomes, kkkkkkkkkkkk..... só pode vir de nárnia uma cara que escreve isso afim de ganhar votos kkkkkk
2022-07-30 23:13:21+00:00,1553519145605632001,@cirogomes Fala aí 6%!,Ciro Gomes, fala aí 6%!
2022-07-30 23:13:17+00:00,1553519128337698822,"@vidatrotamundo @BabeneMarcos @EltonPsantos12 @cirogomes Amigo, isso é relativo. As intenções de votos mudam diariamente, principalmente pós-debates. Nos debates indecisos escolhem seus candidatos. A Marina Silva em 2014, teve um reper histórico, conquistou o povo e quase chegou ao 2 turno.",Ciro Gomes,"    amigo, isso é relativo. as intenções de votos mudam diariamente, principalmente pós-debates. nos debates indecisos escolhem seus candidatos. a marina silva em 2014, teve um reper histórico, conquistou o povo e quase chegou ao 2 turno."
2022-07-30 23:12:59+00:00,1553519050667577346,@PazoAndre @Kli_Nev @FGuerreiroMEP @cirogomes Faço isso dia a dia. Meu dever como cidadão.,Ciro Gomes,    faço isso dia a dia. meu dever como cidadão.
2022-07-30 23:12:57+00:00,1553519042924888064,"@tricolor277 @evenstarariel @cirogomes Mano, lembro q era no Facebook, mas n lembro o nome pra te falar a vdd, e n são só verificados q falam do 🦑, as pesquisas tbm falam",Ciro Gomes,"   mano, lembro q era no facebook, mas n lembro o nome pra te falar a vdd, e n são só verificados q falam do 🦑, as pesquisas tbm falam"
2022-07-30 23:12:54+00:00,1553519029591195648,#CiroPresidente #CiroPresidente12 #CiroPresidente12 #cirogames #CiroGomes #Ciro #cironoavesso #PrefiroCiro https://t.co/OvXjEdMvuT,Ciro Gomes,        
2022-07-30 23:12:52+00:00,1553519020573335553,@cirogomes Kkkkkkkkkkkkkkkkkk https://t.co/nxTUugM1NY,Ciro Gomes, kkkkkkkkkkkkkkkkkk 
2022-07-30 23:12:44+00:00,1553518988113678342,@cirogomes Taí!,Ciro Gomes, taí!
2022-07-30 23:12:39+00:00,1553518968564027398,@AndreJanonesAdv @cirogomes Que conversão seria essa? Já vi alguns discursos seus e parece Ciro falando. Não entendi nada.,Ciro Gomes,  que conversão seria essa? já vi alguns discursos seus e parece ciro falando. não entendi nada.
2022-07-30 23:12:38+00:00,1553518964902346753,@AcoLyonel Vixi!!!! Chama o @cirogomes urgente!!!!,Ciro Gomes, vixi!!!! chama o  urgente!!!!
2022-07-30 23:12:32+00:00,1553518936548933632,TEM UM COMERCIAL DO CIRO GOMES QUE É MUITO FEIOKKKKKKKKKKKKKKKKKKKKKK QUE PORRA É ESSA,Ciro Gomes,tem um comercial do ciro gomes que é muito feiokkkkkkkkkkkkkkkkkkkkkk que porra é essa
2022-07-30 23:12:30+00:00,1553518931620642817,"@MaraLuquet @LulaOficial @cirogomes Ciro tem muitos defeitos, mas nunca foi um criminoso, um ladrão, já Lula é um gangster, que em um país civilizado estaria apodrecendo na cadeia!!!",Ciro Gomes,"   ciro tem muitos defeitos, mas nunca foi um criminoso, um ladrão, já lula é um gangster, que em um país civilizado estaria apodrecendo na cadeia!!!"
2022-07-30 23:12:30+00:00,1553518929590583296,"Que alegria, que prazer enorme rever você hoje, meu caro amigo @cirogomes . Ainda mais na querida Belo Horizonte. Conte sempre comigo, meu presidente!!

#BrasilPraFrente #CiroPresidente #RebeldiadaEsperança #PrefiroCiro https://t.co/ZvA5f2gljF",Ciro Gomes,"que alegria, que prazer enorme rever você hoje, meu caro amigo  . ainda mais na querida belo horizonte. conte sempre comigo, meu presidente!!    "
2022-07-30 23:12:29+00:00,1553518927568949254,"@cirogomes @GloboNews Com licença, essa toalha é do senhor? https://t.co/4e9BgSxNrA",Ciro Gomes,"  com licença, essa toalha é do senhor? "
2022-07-30 23:12:27+00:00,1553518918811230208,@vinisantosrj @AndreJanonesAdv @cirogomes Só respondo quando chegar aos dois dígitos.,Ciro Gomes,   só respondo quando chegar aos dois dígitos.
2022-07-30 23:12:11+00:00,1553518851165388801,@cirogomes Otimista heimmm😂😂😂😂,Ciro Gomes, otimista heimmm😂😂😂😂
2022-07-30 23:12:10+00:00,1553518847705206791,@cirogomes Sai daí arenista! Traidor da esquerda a qual nunca pertenceu!,Ciro Gomes, sai daí arenista! traidor da esquerda a qual nunca pertenceu!
2022-07-30 23:12:01+00:00,1553518806215151621,@gomyde @cirogomes LULA PRESIDENTE E HADDAD GOVERNADOR PELA GLÓRIA E HONRA DO NOSSO SENHOR JESUS CRISTO 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️,Ciro Gomes,  lula presidente e haddad governador pela glória e honra do nosso senhor jesus cristo 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️
2022-07-30 23:11:58+00:00,1553518796299804679,@AndreJanonesAdv @cirogomes Se vendeu por quantas toalhas?,Ciro Gomes,  se vendeu por quantas toalhas?
2022-07-30 23:11:57+00:00,1553518790335467522,"@CentralEleicoes Continuo desafiando a mídia a pautar o @cirogomes no seu conjunto de ideias para o Brasil.E não somente NO que ele fale sobre o Lula... Ciro é o principal crítico do Lula, mas Ciro é muito mais que isso! #PrefiroCiro #CiroPresidente",Ciro Gomes," continuo desafiando a mídia a pautar o  no seu conjunto de ideias para o brasil.e não somente no que ele fale sobre o lula... ciro é o principal crítico do lula, mas ciro é muito mais que isso!  "
2022-07-30 23:11:48+00:00,1553518754730070019,@scostacurta2011 @Sil40049935Nice @paris_12_ @AndreJanonesAdv @cirogomes 9%,Ciro Gomes,     9%
2022-07-30 23:11:46+00:00,1553518746525917184,@Newman91643288 @cirogomes Concordo rs,Ciro Gomes,  concordo rs
2022-07-30 23:11:44+00:00,1553518737940250624,@cirogomes O cirro está falando a verdade pra os da iguala dele. sabe perdi a empatia pelo cirro!,Ciro Gomes, o cirro está falando a verdade pra os da iguala dele. sabe perdi a empatia pelo cirro!
2022-07-30 23:11:44+00:00,1553518736400957440,"@cirogomes Ciro, deixa dessa choradeira, já tá feião...",Ciro Gomes," ciro, deixa dessa choradeira, já tá feião..."
2022-07-30 23:11:42+00:00,1553518727022448640,@cirogomes @GloboNews LULA PRESIDENTE https://t.co/fGeutN2zOR,Ciro Gomes,  lula presidente 
2022-07-30 23:11:27+00:00,1553518664464433155,"@ciro_nogueira @jairbolsonaro @ciro_nogueira como vai ser o seu posicionamento mesmo?
Ciro Gomes, Lula ou Bolsonaro?
Pois no palanque no Piauí da forma que está sendo trabalhado tem cara de que você está no team lula!",Ciro Gomes,"   como vai ser o seu posicionamento mesmo?ciro gomes, lula ou bolsonaro?pois no palanque no piauí da forma que está sendo trabalhado tem cara de que você está no team lula!"
2022-07-30 23:11:23+00:00,1553518647993417728,@EngZini @cirogomes Que orgulho!!!!,Ciro Gomes,  que orgulho!!!!
